Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.02137639449167606,19.20799487245927,-0.5102563358379868
10.58424294923851,-0.01403927511849985,19.20150063475251,-0.5367114125077848
11.2026198808505,-0.03380572006419179,19.22004559754564,-0.5647927869634657
11.85712504868911,-0.02933541602339322,19.21463702032153,-0.5739980837097107
12.54986921948269,-0.02193505940537848,19.2086250376016,-0.5312451486845688
13.28308648001751,-0.02507155102371226,19.21082242117141,-0.6446562261136393
14.05914144202507,-0.03912337235413263,19.22575095179013,-0.531265054764134
14.88053686801006,-0.01992306018023034,19.20419278931664,-0.7012079601815113
15.74992174261191,-0.03212194620487577,19.21589541358811,-0.7432540638881733
16.67009981552986,-0.03253685774073237,19.2148686774083,-0.6850958483907235
17.64403864356239,-0.02215022748176345,19.20859491857869,-0.8378022235606863
18.6748791609217,-0.02204739251210331,19.20654909458621,-0.8253888406931651
19.76594580868665,-0.02759904157002257,19.21314264648144,-0.9859649517942728
20.92075725606221,-0.03283391012952766,19.21901677193195,-1.00509085075366
22.14303774802068,-0.03000339442992658,19.21524604368008,-0.9382931246977932
23.436729115921,-0.02128059703507981,19.20502597474112,-0.9610613918763349
24.80600348983997,-0.02630250554978182,19.21070254397011,-1.171976924363491
26.25527675361243,-0.03000901846709825,19.21252976415077,-1.117667495861014
27.78922278597281,-0.013989031163289,19.19598348759189,-1.227232112869334
29.41278853372508,-0.01457425358309659,19.19690768222176,-1.222634648955818
31.13120996555226,-0.009430297494015737,19.18880415014566,-1.404808728062875
32.95002895791605,-0.02201429173685651,19.20403423692111,-1.438394022689863
34.87511116750276,-0.02839638748165339,19.21061008854696,-1.62587791010499
36.91266494785499,-0.03056699484012266,19.20794400587491,-1.651188338834075
39.06926137119375,-0.02713310795938515,19.20506398633643,-1.738227233919128
41.35185542000135,-0.03012181541673018,19.20662662861883,-1.834972820297173
43.76780841670799,-0.02996476225609256,19.20581403391867,-2.018934069462425
46.3249117638163,-0.03098236428321271,19.20571562872279,-1.967657633150232
49.03141207102686,-0.02813916050906976,19.20436724986571,-2.176594479305702
51.8960377503974,-0.03543209046628573,19.20830410761533,-2.430700974387854
54.92802716530586,-0.02751658733017285,19.19863954954955,-2.452786803160123
58.13715842399698,-0.01970279703912374,19.18726582074659,-2.603834763558595
61.53378091379528,-0.03039635528943996,19.19975378755978,-2.684462836547453
65.12884867768241,-0.0353336394553183,19.20203573200111,-2.891206755235515
68.93395574087819,-0.01083561213563853,19.17690293854815,-3.092418739601214
72.96137350135093,-0.01840605694674478,19.18268406148747,-3.206016029551535
77.22409030484302,-0.0251350634293887,19.18463337772977,-3.405483553275108
81.73585333203927,-0.02911137057651982,19.18626705581349,-3.613236794765356
86.51121293296302,-0.03421290008703745,19.18981180202656,-3.85417265383726
91.56556955157842,-0.03376081995767853,19.18613196731253,-4.04751578165957
96.91522339193011,-0.01870589131723404,19.16513159612763,-4.272881151659035
102.5774269859912,-0.01142413266815979,19.1564921623549,-4.510023866563696
108.5704408327505,-0.02703113904064602,19.16843328356709,-4.788634316314941
114.9135922879754,-0.02376713825674676,19.16055523558497,-5.136893990959616
121.6273378945674,-0.0240723748926405,19.15666473220637,-5.371527739081081
128.7333293545225,-0.03109991719709938,19.15968218857846,-5.639481491712971
136.2544833552602,-0.03401253506971524,19.15490064432438,-5.934889166191908
144.2150554755048,-0.02892959373413814,19.14407875476964,-6.399081867115399
152.6407184090652,-0.01317371973814134,19.11805815632315,-6.694833755400964
161.5586447587848,-0.006854239271794621,19.10661877035581,-7.030266145206795
