X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.599995e-07,4.000000e-09
0,1.84e-01,-1.60e+00,3.62e+01,
1,1.92e-01,-1.60e+00,3.62e+01,
2,1.92e-01,-1.60e+00,3.62e+01,
3,1.92e-01,-1.60e+00,3.62e+01,
4,1.92e-01,-1.60e+00,3.62e+01,
5,1.92e-01,-1.60e+00,3.62e+01,
6,1.92e-01,-1.60e+00,3.66e+01,
7,1.92e-01,-1.60e+00,3.62e+01,
8,1.92e-01,-1.60e+00,3.62e+01,
9,1.92e-01,-1.60e+00,3.62e+01,
10,2.08e-01,-1.60e+00,3.62e+01,
11,2.08e-01,-1.60e+00,3.62e+01,
12,1.92e-01,-1.60e+00,3.62e+01,
13,1.92e-01,-1.60e+00,3.62e+01,
14,1.92e-01,-1.60e+00,3.62e+01,
15,2.08e-01,-1.60e+00,3.62e+01,
16,2.08e-01,-1.60e+00,3.62e+01,
17,2.08e-01,-1.60e+00,3.62e+01,
18,2.08e-01,-1.60e+00,3.62e+01,
19,2.08e-01,-1.60e+00,3.62e+01,
20,2.08e-01,-1.60e+00,3.62e+01,
21,2.08e-01,-1.60e+00,3.62e+01,
22,2.08e-01,-1.60e+00,3.62e+01,
23,2.08e-01,-1.60e+00,3.62e+01,
24,2.08e-01,-1.60e+00,3.62e+01,
25,2.08e-01,-1.60e+00,3.62e+01,
26,2.08e-01,-1.60e+00,3.62e+01,
27,2.08e-01,-1.60e+00,3.62e+01,
28,2.08e-01,-1.60e+00,3.62e+01,
29,2.08e-01,-1.60e+00,3.62e+01,
30,2.08e-01,-1.60e+00,3.62e+01,
31,2.08e-01,-1.60e+00,3.62e+01,
32,2.08e-01,-1.60e+00,3.62e+01,
33,2.08e-01,-1.60e+00,3.62e+01,
34,2.16e-01,-1.60e+00,3.62e+01,
35,2.08e-01,-1.60e+00,3.62e+01,
36,2.08e-01,-1.60e+00,3.62e+01,
37,2.08e-01,-1.60e+00,3.62e+01,
38,2.16e-01,-1.60e+00,3.62e+01,
39,2.16e-01,-1.60e+00,3.62e+01,
40,2.16e-01,-1.60e+00,3.62e+01,
41,2.16e-01,-1.60e+00,3.62e+01,
42,2.16e-01,-1.60e+00,3.62e+01,
43,2.16e-01,-1.60e+00,3.62e+01,
44,2.08e-01,-1.60e+00,3.62e+01,
45,2.16e-01,-1.60e+00,3.62e+01,
46,2.16e-01,-1.60e+00,3.62e+01,
47,2.16e-01,-1.60e+00,3.62e+01,
48,2.16e-01,-1.06e-04,3.62e+01,
49,2.16e-01,-1.60e+00,3.62e+01,
50,2.16e-01,-1.06e-04,3.62e+01,
51,2.16e-01,-1.06e-04,3.62e+01,
52,2.08e-01,-1.06e-04,3.62e+01,
53,2.08e-01,-1.06e-04,3.62e+01,
54,2.16e-01,-1.06e-04,3.62e+01,
55,2.16e-01,-1.06e-04,3.62e+01,
56,2.16e-01,-1.06e-04,3.62e+01,
57,2.16e-01,8.00e-01,3.62e+01,
58,2.16e-01,8.00e-01,3.62e+01,
59,2.16e-01,8.00e-01,3.62e+01,
60,2.08e-01,8.00e-01,3.62e+01,
61,2.08e-01,8.00e-01,3.62e+01,
62,2.16e-01,2.40e+00,3.62e+01,
63,2.16e-01,2.40e+00,3.62e+01,
64,2.16e-01,2.40e+00,3.62e+01,
65,2.16e-01,2.40e+00,3.62e+01,
66,2.16e-01,2.40e+00,3.62e+01,
67,2.16e-01,2.40e+00,3.62e+01,
68,2.16e-01,3.20e+00,3.62e+01,
69,2.16e-01,3.20e+00,3.62e+01,
70,2.16e-01,3.20e+00,3.62e+01,
71,2.16e-01,4.80e+00,3.62e+01,
72,2.16e-01,4.80e+00,3.62e+01,
73,2.16e-01,4.80e+00,3.62e+01,
74,2.16e-01,6.40e+00,3.62e+01,
75,2.08e-01,6.40e+00,3.66e+01,
76,2.08e-01,7.20e+00,3.62e+01,
77,2.08e-01,7.20e+00,3.62e+01,
78,1.92e-01,9.60e+00,3.62e+01,
79,1.92e-01,1.12e+01,3.62e+01,
80,1.84e-01,1.36e+01,3.62e+01,
81,1.68e-01,1.68e+01,3.62e+01,
82,1.60e-01,2.24e+01,3.66e+01,
83,1.20e-01,2.72e+01,3.66e+01,
84,8.80e-02,3.44e+01,3.66e+01,
85,-1.52e-01,4.08e+01,3.84e+01,
86,-7.76e-01,4.32e+01,4.16e+01,
87,-9.60e-01,4.40e+01,4.18e+01,
88,-8.48e-01,4.32e+01,4.10e+01,
89,-5.84e-01,4.08e+01,3.96e+01,
90,-2.64e-01,3.92e+01,3.88e+01,
91,4.80e-02,3.68e+01,3.68e+01,
92,2.32e-01,3.68e+01,3.68e+01,
93,1.60e-01,3.84e+01,3.78e+01,
94,-7.20e-02,3.92e+01,3.90e+01,
95,-2.72e-01,4.08e+01,4.02e+01,
96,-2.48e-01,4.08e+01,4.02e+01,
97,-4.80e-02,3.92e+01,3.90e+01,
98,1.36e-01,3.84e+01,3.84e+01,
99,1.60e-01,3.84e+01,3.88e+01,
100,0.00e+00,3.92e+01,3.96e+01,
101,-1.76e-01,4.08e+01,4.10e+01,
102,-2.16e-01,4.16e+01,4.10e+01,
103,-9.60e-02,4.08e+01,4.02e+01,
104,6.40e-02,3.92e+01,3.96e+01,
105,1.20e-01,3.92e+01,3.96e+01,
106,4.00e-02,4.08e+01,4.06e+01,
107,-1.04e-01,4.16e+01,4.12e+01,
108,-1.68e-01,4.16e+01,4.12e+01,
109,-1.04e-01,4.08e+01,4.10e+01,
110,1.60e-02,4.08e+01,4.06e+01,
111,8.80e-02,4.08e+01,4.02e+01,
112,4.00e-02,4.08e+01,4.10e+01,
113,-5.60e-02,4.16e+01,4.16e+01,
114,-1.28e-01,4.16e+01,4.18e+01,
115,-9.60e-02,4.16e+01,4.16e+01,
116,-8.00e-03,4.08e+01,4.10e+01,
117,4.80e-02,4.08e+01,4.06e+01,
118,4.00e-02,4.08e+01,4.10e+01,
119,-3.20e-02,4.08e+01,4.16e+01,
120,-9.60e-02,4.16e+01,4.16e+01,
121,-9.60e-02,4.16e+01,4.16e+01,
122,-2.40e-02,4.08e+01,4.12e+01,
123,2.40e-02,4.08e+01,4.10e+01,
124,2.40e-02,4.08e+01,4.10e+01,
125,-2.40e-02,4.08e+01,4.10e+01,
126,-7.20e-02,4.08e+01,4.12e+01,
127,-8.00e-02,4.08e+01,4.12e+01,
128,-3.20e-02,4.08e+01,4.10e+01,
129,0.00e+00,4.08e+01,4.06e+01,
130,1.60e-02,4.08e+01,4.06e+01,
131,-8.00e-03,4.08e+01,4.06e+01,
